Zscore	Pvalue	Cell	Tissue	Datatype	File	Probe	Accession	Qvalue
0.355	3.93e-01	E029 Primary monocytes from peripheral blood	Blood	H3K9me3	E029-H3K9me3.broadPeak.gz	cg02161503,cg07295964	E029	1.00e+00
1.598	9.26e-02	E032 Primary B cells from peripheral blood	Blood	H3K9me3	E032-H3K9me3.broadPeak.gz	cg02161503,cg12136608	E032	1.00e+00
-0.338	1.52e-01	E033 Primary T cells from cord blood	Blood	H3K9me3	E033-H3K9me3.broadPeak.gz	cg02161503	E033	1.00e+00
-2.023	1.00e+00	E034 Primary T cells from peripheral blood	Blood	H3K9me3	E034-H3K9me3.broadPeak.gz		E034	1.00e+00
0.104	4.96e-01	E046 Primary Natural Killer cells from peripheral 	Blood	H3K9me3	E046-H3K9me3.broadPeak.gz	cg02161503,cg07295964	E046	1.00e+00
-0.710	6.47e-01	E050 Primary hematopoietic stem cells G-CSF-mobili	Blood	H3K9me3	E050-H3K9me3.broadPeak.gz	cg02161503	E050	1.00e+00
-0.630	5.02e-01	E051 Primary hematopoietic stem cells G-CSF-mobili	Blood	H3K9me3	E051-H3K9me3.broadPeak.gz	cg02161503	E051	1.00e+00
-0.587	5.10e-01	E028 Breast variant Human Mammary Epithelial Cells	Breast	H3K9me3	E028-H3K9me3.broadPeak.gz	cg02161503	E028	1.00e+00
0.045	5.05e-01	E003 H1 Cells	ES Cell	H3K9me3	E003-H3K9me3.broadPeak.gz	cg02161503,cg03049340	E003	1.00e+00
-0.472	3.64e-01	E004 H1 BMP4 Derived Mesendoderm Cultured Cells	ES Cell	H3K9me3	E004-H3K9me3.broadPeak.gz	cg19880901	E004	1.00e+00
-1.899	9.90e-01	E005 H1 BMP4 Derived Trophoblast Cultured Cells	ES Cell	H3K9me3	E005-H3K9me3.broadPeak.gz	cg02161503	E005	1.00e+00
0.350	3.96e-01	E006 H1 Derived Mesenchymal Stem Cells	ES Cell	H3K9me3	E006-H3K9me3.broadPeak.gz	cg02161503,cg12136608	E006	1.00e+00
-1.386	9.56e-01	E007 H1 Derived Neuronal Progenitor Cultured Cells	ES Cell	H3K9me3	E007-H3K9me3.broadPeak.gz	cg02161503	E007	1.00e+00
-1.263	9.50e-01	E008 H9 Cells	ES Cell	H3K9me3	E008-H3K9me3.broadPeak.gz	cg03049340,cg07295964	E008	1.00e+00
-1.216	9.22e-01	E085 Fetal Intestine Small	Feta Intestine Small	H3K9me3	E085-H3K9me3.broadPeak.gz	cg02161503	E085	1.00e+00
2.160	5.86e-02	E080 Fetal Adrenal Gland	Fetal Adrenal Gland	H3K9me3	E080-H3K9me3.broadPeak.gz	cg02161503,cg03049340,cg07295964,cg12136608	E080	1.00e+00
0.042	5.46e-01	E081 Fetal Brain Male	Fetal Brain	H3K9me3	E081-H3K9me3.broadPeak.gz	cg02161503,cg12136608	E081	1.00e+00
-0.466	3.44e-01	E082 Fetal Brain Female	Fetal Brain	H3K9me3	E082-H3K9me3.broadPeak.gz	cg02161503	E082	1.00e+00
0.651	3.56e-01	E083 Fetal Heart	Fetal Heart	H3K9me3	E083-H3K9me3.broadPeak.gz	cg02161503,cg10375300,cg10872490	E083	1.00e+00
-0.775	8.53e-01	E084 Fetal Intestine Large	Fetal Intestine Large	H3K9me3	E084-H3K9me3.broadPeak.gz	cg02161503,cg07295964	E084	1.00e+00
-2.371	1.00e+00	E086 Fetal Kidney	Fetal Kidney	H3K9me3	E086-H3K9me3.broadPeak.gz		E086	1.00e+00
-0.483	4.30e-01	E088 Fetal Lung	Fetal Lung	H3K9me3	E088-H3K9me3.broadPeak.gz	cg02161503	E088	1.00e+00
-0.442	4.00e-01	E090 Fetal Muscle Leg	Fetal Muscle Leg	H3K9me3	E090-H3K9me3.broadPeak.gz	cg02161503	E090	1.00e+00
-0.452	3.30e-01	E089 Fetal Muscle Trunk	Fetal Muscle Trunk	H3K9me3	E089-H3K9me3.broadPeak.gz	cg02161503	E089	1.00e+00
